,type,start_time,end_time
2550,7,21881,21889
2551,10,21883,21894
2552,6,21897,21904
2553,2,21901,21904
2554,5,21933,21939
2555,5,21937,21943
2556,9,21970,21980
2557,2,21992,21995
2558,2,21992,21995
2559,5,21995,22001
2560,1,22018,22020
2561,17,22030,22048
2562,4,22045,22050
2563,15,22072,22088
2564,17,22075,22093
2565,1,22075,22077
2566,7,22078,22086
2567,2,22078,22081
2568,14,22101,22116
2569,7,22102,22110
2570,7,22103,22111
2571,1,22106,22108
2572,2,22111,22114
2573,2,22135,22138
2574,1,22137,22139
2575,1,22142,22144
2576,2,22143,22146
2577,4,22143,22148
2578,16,22148,22165
2579,1,22161,22163
2580,6,22166,22173
2581,5,22237,22243
2582,5,22238,22244
2583,2,22255,22258
2584,10,22265,22276
2585,4,22272,22277
2586,9,22285,22295
2587,12,22290,22303
2588,5,22299,22305
2589,7,22308,22316
2590,14,22312,22327
2591,2,22330,22333
2592,11,22343,22355
2593,17,22352,22370
2594,1,22366,22368
2595,1,22366,22368
2596,2,22373,22376
2597,6,22375,22382
2598,1,22381,22383
2599,14,22397,22412
2600,1,22407,22409
2601,3,22414,22418
2602,3,22436,22440
2603,1,22448,22450
2604,3,22449,22453
2605,9,22452,22462
2606,1,22471,22473
2607,1,22481,22483
2608,4,22484,22489
2609,2,22490,22493
2610,1,22492,22494
2611,10,22507,22518
2612,1,22510,22512
2613,2,22515,22518
2614,8,22517,22526
2615,1,22520,22522
2616,15,22523,22539
2617,19,22529,22549
2618,2,22531,22534
2619,1,22555,22557
2620,2,22562,22565
2621,1,22570,22572
2622,17,22578,22596
2623,18,22589,22608
2624,2,22594,22597
2625,7,22597,22605
2626,15,22612,22628
2627,1,22625,22627
2628,1,22667,22669
2629,1,22671,22673
2630,5,22689,22695
2631,2,22696,22699
2632,1,22705,22707
2633,4,22712,22717
2634,4,22716,22721
2635,4,22721,22726
2636,1,22730,22732
2637,4,22748,22753
2638,1,22759,22761
2639,3,22788,22792
2640,1,22797,22799
2641,3,22805,22809
2642,1,22818,22820
2643,20,22822,22843
2644,13,22823,22837
2645,1,22835,22837
2646,16,22844,22861
2647,9,22857,22867
2648,2,22868,22871
2649,10,22879,22890
2650,7,22885,22893
2651,4,22887,22892
2652,1,22895,22897
2653,1,22898,22900
2654,3,22906,22910
2655,8,22908,22917
2656,4,22910,22915
2657,16,22916,22933
2658,5,22924,22930
2659,17,22931,22949
2660,14,22935,22950
2661,5,22938,22944
2662,1,22941,22943
2663,14,22949,22964
2664,16,22954,22971
2665,7,22954,22962
2666,1,22969,22971
2667,2,22976,22979
2668,2,22985,22988
2669,12,22993,23006
2670,5,22994,23000
2671,6,22996,23003
2672,3,23021,23025
2673,4,23036,23041
2674,1,23041,23043
2675,11,23052,23064
2676,7,23068,23076
2677,13,23073,23087
2678,4,23079,23084
2679,7,23088,23096
2680,3,23102,23106
2681,2,23106,23109
2682,2,23116,23119
2683,8,23123,23132
2684,4,23128,23133
2685,13,23142,23156
2686,1,23151,23153
2687,1,23153,23155
2688,2,23155,23158
2689,8,23159,23168
2690,3,23168,23172
2691,1,23173,23175
2692,20,23177,23198
2693,7,23178,23186
2694,2,23181,23184
2695,1,23184,23186
2696,8,23186,23195
2697,17,23207,23225
2698,5,23208,23214
2699,12,23216,23229
2700,11,23217,23229
2701,6,23221,23228
2702,3,23242,23246
2703,1,23243,23245
2704,1,23243,23245
2705,8,23248,23257
2706,3,23252,23256
2707,1,23256,23258
2708,1,23256,23258
2709,1,23259,23261
2710,10,23261,23272
2711,2,23294,23297
2712,2,23296,23299
2713,1,23309,23311
2714,5,23313,23319
2715,11,23318,23330
2716,1,23323,23325
2717,1,23345,23347
2718,20,23355,23376
2719,6,23364,23371
2720,2,23367,23370
2721,7,23375,23383
2722,1,23382,23384
2723,13,23384,23398
2724,1,23385,23387
2725,18,23403,23422
2726,1,23410,23412
2727,10,23415,23426
2728,1,23433,23435
2729,11,23441,23453
2730,12,23448,23461
2731,7,23451,23459
2732,11,23455,23467
2733,4,23465,23470
2734,1,23471,23473
2735,7,23474,23482
2736,4,23484,23489
2737,2,23503,23506
2738,1,23521,23523
2739,1,23525,23527
2740,15,23525,23541
2741,1,23531,23533
2742,1,23532,23534
2743,4,23543,23548
2744,7,23552,23560
2745,13,23565,23579
2746,1,23565,23567
2747,20,23572,23593
2748,14,23577,23592
2749,17,23578,23596
2750,3,23580,23584
2751,17,23586,23604
2752,6,23590,23597
2753,13,23590,23604
2754,5,23594,23600
2755,4,23605,23610
2756,1,23607,23609
2757,2,23612,23615
2758,15,23619,23635
2759,9,23621,23631
2760,2,23630,23633
2761,3,23650,23654
2762,1,23655,23657
2763,1,23661,23663
2764,2,23672,23675
2765,8,23674,23683
2766,1,23680,23682
2767,1,23716,23718
2768,7,23748,23756
2769,3,23749,23753
2770,5,23750,23756
2771,2,23751,23754
2772,3,23754,23758
2773,1,23767,23769
2774,12,23777,23790
2775,9,23777,23787
2776,1,23787,23789
2777,2,23793,23796
2778,1,23799,23801
2779,2,23806,23809
2780,17,23822,23840
2781,20,23826,23847
2782,1,23829,23831
2783,14,23841,23856
2784,15,23843,23859
2785,9,23855,23865
2786,5,23857,23863
2787,15,23873,23889
2788,5,23874,23880
2789,6,23876,23883
2790,1,23887,23889
2791,1,23915,23917
2792,13,23929,23943
2793,7,23963,23971
2794,8,23991,24000
2795,7,24026,24034
2796,6,24045,24052
2797,5,24048,24054
2798,9,24049,24059
2799,12,24068,24081
2800,4,24068,24073
2801,8,24083,24092
2802,1,24085,24087
2803,5,24090,24096
2804,13,24090,24104
2805,9,24091,24101
2806,4,24099,24104
2807,2,24115,24118
2808,1,24119,24121
2809,12,24122,24135
2810,14,24167,24182
2811,2,24192,24195
2812,1,24211,24213
2813,6,24220,24227
2814,6,24228,24235
2815,6,24233,24240
2816,14,24235,24250
2817,1,24238,24240
2818,1,24241,24243
2819,4,24246,24251
2820,3,24254,24258
2821,1,24259,24261
2822,20,24263,24284
2823,1,24274,24276
2824,9,24278,24288
2825,1,24281,24283
2826,5,24281,24287
2827,1,24300,24302
2828,1,24304,24306
2829,2,24320,24323
2830,10,24323,24334
2831,3,24333,24337
2832,1,24336,24338
2833,17,24348,24366
2834,13,24371,24385
2835,1,24374,24376
2836,16,24374,24391
2837,1,24386,24388
2838,6,24388,24395
2839,12,24389,24402
2840,9,24391,24401
2841,3,24396,24400
2842,1,24405,24407
2843,18,24410,24429
2844,1,24415,24417
2845,3,24417,24421
2846,3,24431,24435
2847,8,24450,24459
2848,4,24452,24457
2849,2,24452,24455
2850,2,24456,24459
2851,7,24457,24465
2852,9,24458,24468
2853,1,24459,24461
2854,1,24460,24462
2855,7,24485,24493
2856,17,24492,24510
2857,1,24501,24503
2858,5,24508,24514
2859,6,24518,24525
2860,1,24521,24523
2861,1,24561,24563
2862,1,24561,24563
2863,1,24567,24569
2864,6,24568,24575
2865,9,24569,24579
2866,6,24599,24606
2867,1,24607,24609
2868,7,24630,24638
2869,3,24641,24645
2870,15,24642,24658
2871,4,24647,24652
2872,16,24652,24669
2873,7,24654,24662
2874,1,24658,24660
2875,8,24665,24674
2876,8,24672,24681
2877,1,24680,24682
2878,13,24698,24712
2879,15,24700,24716
2880,1,24701,24703
2881,15,24708,24724
2882,1,24728,24730
2883,15,24732,24748
2884,2,24733,24736
2885,2,24737,24740
2886,4,24741,24746
2887,1,24742,24744
2888,11,24745,24757
2889,14,24776,24791
2890,5,24777,24783
2891,2,24784,24787
2892,5,24795,24801
2893,2,24796,24799
2894,2,24797,24800
2895,14,24803,24818
2896,1,24806,24808
2897,1,24810,24812
2898,2,24818,24821
2899,6,24821,24828
2900,3,24825,24829
2901,1,24829,24831
2902,9,24830,24840
2903,2,24834,24837
2904,8,24850,24859
2905,20,24875,24896
2906,15,24909,24925
2907,2,24923,24926
2908,18,24937,24956
2909,16,24937,24954
2910,6,24937,24944
2911,1,24953,24955
2912,4,24980,24985
2913,8,24983,24992
2914,1,25000,25002
2915,12,25002,25015
2916,3,25015,25019
2917,1,25032,25034
2918,1,25039,25041
2919,12,25042,25055
2920,1,25054,25056
2921,14,25070,25085
2922,1,25071,25073
2923,10,25075,25086
2924,10,25078,25089
2925,19,25088,25108
2926,1,25107,25109
2927,3,25116,25120
2928,1,25117,25119
2929,12,25120,25133
2930,5,25120,25126
2931,1,25129,25131
2932,3,25142,25146
2933,4,25143,25148
2934,3,25145,25149
2935,1,25157,25159
2936,1,25164,25166
2937,2,25173,25176
2938,2,25201,25204
2939,3,25221,25225
2940,17,25229,25247
2941,1,25258,25260
2942,2,25258,25261
2943,11,25267,25279
2944,19,25268,25288
2945,1,25270,25272
2946,8,25276,25285
2947,2,25291,25294
2948,3,25322,25326
2949,1,25322,25324
2950,14,25326,25341
2951,7,25334,25342
2952,11,25335,25347
2953,3,25342,25346
2954,1,25358,25360
2955,2,25379,25382
2956,4,25424,25429
2957,1,25426,25428
2958,9,25430,25440
2959,8,25447,25456
2960,1,25447,25449
2961,3,25456,25460
2962,3,25474,25478
2963,18,25475,25494
2964,11,25484,25496
2965,4,25491,25496
2966,1,25497,25499
2967,2,25498,25501
2968,5,25504,25510
2969,6,25507,25514
2970,1,25524,25526
2971,1,25526,25528
2972,7,25534,25542
2973,2,25564,25567
2974,8,25565,25574
2975,1,25566,25568
2976,1,25584,25586
2977,2,25585,25588
2978,3,25590,25594
2979,3,25597,25601
2980,1,25604,25606
2981,1,25659,25661
2982,1,25669,25671
2983,2,25687,25690
2984,2,25688,25691
2985,1,25697,25699
2986,16,25698,25715
2987,13,25701,25715
2988,6,25706,25713
2989,1,25735,25737
2990,1,25759,25761
2991,16,25764,25781
2992,4,25771,25776
2993,6,25774,25781
2994,15,25780,25796
2995,4,25786,25791
2996,10,25791,25802
2997,1,25792,25794
2998,1,25820,25822
2999,2,25829,25832
3000,1,25830,25832
3001,6,25833,25840
3002,1,25833,25835
3003,1,25838,25840
3004,2,25840,25843
3005,1,25859,25861
3006,1,25863,25865
3007,1,25869,25871
3008,1,25870,25872
3009,9,25877,25887
3010,14,25879,25894
3011,3,25879,25883
3012,11,25889,25901
3013,14,25899,25914
3014,1,25900,25902
3015,3,25903,25907
3016,20,25912,25933
3017,1,25916,25918
3018,2,25930,25933
3019,1,25940,25942
3020,1,25942,25944
3021,11,25978,25990
3022,11,26000,26012
3023,8,26009,26018
3024,8,26009,26018
3025,3,26033,26037
3026,7,26040,26048
3027,6,26043,26050
3028,1,26046,26048
3029,1,26047,26049
3030,19,26050,26070
3031,1,26055,26057
3032,14,26056,26071
3033,12,26071,26084
3034,13,26071,26085
3035,2,26073,26076
3036,4,26077,26082
3037,1,26086,26088
3038,16,26097,26114
3039,1,26097,26099
3040,16,26098,26115
3041,4,26121,26126
3042,15,26130,26146
3043,1,26135,26137
3044,11,26142,26154
3045,1,26143,26145
3046,5,26155,26161
3047,19,26156,26176
3048,2,26163,26166
3049,12,26180,26193
3050,1,26183,26185
3051,12,26193,26206
3052,2,26211,26214
3053,2,26243,26246
3054,2,26246,26249
3055,2,26256,26259
3056,9,26274,26284
3057,11,26279,26291
3058,1,26287,26289
3059,6,26289,26296
3060,6,26294,26301
3061,5,26296,26302
3062,4,26302,26307
3063,5,26307,26313
3064,6,26309,26316
3065,2,26321,26324
3066,11,26333,26345
3067,7,26359,26367
3068,14,26374,26389
3069,2,26383,26386
3070,7,26391,26399
3071,18,26391,26410
3072,4,26397,26402
3073,5,26403,26409
3074,13,26407,26421
3075,5,26409,26415
3076,7,26423,26431
3077,19,26430,26450
3078,4,26434,26439
3079,1,26439,26441
3080,17,26461,26479
3081,3,26461,26465
3082,6,26470,26477
3083,4,26475,26480
3084,4,26505,26510
3085,13,26513,26527
3086,2,26522,26525
3087,7,26523,26531
3088,4,26526,26531
3089,2,26526,26529
3090,3,26532,26536
3091,7,26574,26582
3092,3,26576,26580
3093,5,26585,26591
3094,5,26593,26599
3095,8,26595,26604
3096,4,26596,26601
3097,10,26605,26616
3098,1,26611,26613
3099,15,26622,26638
3100,2,26638,26641
3101,13,26641,26655
3102,4,26645,26650
3103,6,26647,26654
3104,5,26655,26661
3105,8,26657,26666
3106,2,26658,26661
3107,2,26664,26667
3108,10,26666,26677
3109,3,26673,26677
3110,4,26704,26709
3111,14,26707,26722
3112,7,26712,26720
3113,6,26716,26723
3114,5,26717,26723
3115,3,26717,26721
3116,2,26718,26721
3117,1,26727,26729
3118,3,26743,26747
3119,5,26757,26763
3120,5,26765,26771
3121,2,26769,26772
3122,2,26771,26774
3123,3,26790,26794
3124,6,26803,26810
3125,5,26812,26818
3126,1,26812,26814
3127,1,26822,26824
3128,2,26830,26833
3129,6,26834,26841
3130,1,26845,26847
3131,1,26849,26851
3132,1,26876,26878
3133,1,26884,26886
3134,11,26886,26898
3135,2,26887,26890
3136,15,26904,26920
3137,2,26918,26921
3138,2,26924,26927
3139,1,26927,26929
3140,1,26929,26931
3141,7,26937,26945
3142,16,26952,26969
3143,2,26955,26958
3144,12,26956,26969
3145,5,26960,26966
3146,1,26983,26985
3147,8,26986,26995
3148,16,27004,27021
3149,20,27041,27062
3150,2,27042,27045
3151,1,27054,27056
3152,2,27056,27059
3153,1,27069,27071
3154,18,27070,27089
3155,3,27080,27084
3156,18,27089,27108
3157,1,27091,27093
3158,1,27097,27099
3159,5,27103,27109
3160,1,27111,27113
3161,1,27115,27117
3162,2,27117,27120
3163,1,27118,27120
3164,2,27149,27152
3165,3,27190,27194
3166,14,27205,27220
3167,4,27209,27214
3168,6,27210,27217
3169,1,27214,27216
3170,3,27220,27224
3171,1,27222,27224
3172,6,27234,27241
3173,1,27235,27237
3174,2,27242,27245
3175,7,27247,27255
3176,5,27262,27268
3177,1,27263,27265
3178,17,27267,27285
3179,16,27269,27286
3180,6,27272,27279
3181,15,27291,27307
3182,2,27299,27302
3183,4,27304,27309
3184,1,27310,27312
3185,3,27318,27322
3186,20,27318,27339
3187,2,27331,27334
3188,6,27331,27338
3189,2,27346,27349
3190,16,27353,27370
3191,2,27353,27356
3192,16,27354,27371
3193,16,27371,27388
3194,3,27372,27376
3195,8,27377,27386
3196,7,27426,27434
3197,10,27435,27446
3198,4,27443,27448
3199,12,27451,27464
3200,1,27454,27456
3201,1,27463,27465
3202,2,27468,27471
3203,2,27470,27473
3204,4,27475,27480
3205,1,27479,27481
3206,2,27487,27490
3207,10,27490,27501
3208,6,27499,27506
3209,11,27499,27511
3210,1,27514,27516
3211,1,27526,27528
3212,18,27533,27552
3213,2,27541,27544
3214,4,27544,27549
3215,2,27549,27552
3216,14,27566,27581
3217,1,27573,27575
3218,2,27588,27591
3219,3,27590,27594
3220,2,27653,27656
3221,11,27657,27669
3222,15,27665,27681
3223,2,27666,27669
3224,5,27671,27677
3225,4,27680,27685
3226,12,27681,27694
3227,1,27696,27698
3228,1,27696,27698
3229,2,27699,27702
3230,8,27703,27712
3231,3,27705,27709
3232,1,27709,27711
3233,9,27713,27723
3234,4,27726,27731
3235,3,27741,27745
3236,3,27749,27753
3237,3,27752,27756
3238,1,27761,27763
3239,1,27767,27769
3240,1,27795,27797
3241,6,27798,27805
3242,2,27804,27807
3243,3,27808,27812
3244,6,27811,27818
3245,2,27818,27821
3246,15,27831,27847
3247,5,27835,27841
3248,1,27837,27839
3249,10,27839,27850
3250,8,27839,27848
3251,3,27844,27848
3252,2,27851,27854
3253,1,27853,27855
3254,6,27863,27870
3255,1,27865,27867
3256,1,27865,27867
3257,1,27867,27869
3258,2,27890,27893
3259,6,27892,27899
3260,1,27905,27907
3261,7,27919,27927
3262,11,27920,27932
3263,1,27944,27946
3264,3,27952,27956
3265,5,27953,27959
3266,16,27957,27974
3267,3,27961,27965
3268,9,27962,27972
3269,1,27962,27964
3270,3,27971,27975
3271,5,27982,27988
3272,1,28006,28008
3273,1,28011,28013
3274,2,28012,28015
3275,6,28030,28037
3276,10,28032,28043
3277,12,28035,28048
3278,15,28036,28052
3279,16,28039,28056
3280,1,28049,28051
3281,1,28050,28052
3282,11,28053,28065
3283,2,28071,28074
3284,19,28075,28095
3285,2,28080,28083
3286,9,28093,28103
3287,7,28094,28102
3288,1,28108,28110
3289,20,28111,28132
3290,19,28113,28133
3291,10,28116,28127
3292,3,28121,28125
3293,2,28124,28127
3294,15,28144,28160
3295,2,28145,28148
3296,4,28146,28151
3297,10,28172,28183
3298,1,28175,28177
3299,1,28179,28181
3300,4,28204,28209
3301,1,28205,28207
3302,6,28208,28215
3303,14,28209,28224
3304,3,28211,28215
3305,1,28219,28221
3306,1,28222,28224
3307,3,28249,28253
3308,8,28254,28263
3309,2,28261,28264
3310,2,28270,28273
3311,1,28280,28282
3312,1,28283,28285
3313,3,28283,28287
3314,1,28310,28312
3315,9,28314,28324
3316,4,28324,28329
3317,1,28325,28327
3318,8,28339,28348
3319,10,28352,28363
3320,1,28365,28367
3321,12,28384,28397
3322,7,28396,28404
3323,20,28404,28425
3324,9,28423,28433
3325,5,28425,28431
3326,5,28441,28447
3327,6,28445,28452
3328,1,28447,28449
3329,20,28448,28469
3330,12,28448,28461
3331,9,28452,28462
3332,14,28463,28478
3333,1,28477,28479
3334,7,28479,28487
3335,5,28491,28497
3336,2,28498,28501
3337,3,28514,28518
3338,7,28517,28525
3339,3,28517,28521
3340,5,28526,28532
3341,3,28532,28536
3342,16,28533,28550
3343,6,28555,28562
3344,2,28558,28561
3345,1,28574,28576
3346,1,28588,28590
3347,13,28600,28614
3348,1,28614,28616
3349,5,28620,28626
3350,3,28622,28626
3351,5,28632,28638
3352,12,28641,28654
3353,1,28663,28665
3354,1,28665,28667
3355,13,28666,28680
3356,4,28680,28685
3357,3,28682,28686
3358,17,28693,28711
3359,1,28694,28696
3360,5,28702,28708
3361,14,28713,28728
3362,3,28713,28717
3363,19,28714,28734
3364,1,28715,28717
3365,1,28721,28723
3366,7,28721,28729
3367,17,28723,28741
3368,13,28723,28737
3369,1,28730,28732
3370,2,28742,28745
3371,1,28754,28756
3372,16,28780,28797
3373,10,28791,28802
3374,1,28799,28801
3375,1,28804,28806
3376,12,28807,28820
3377,3,28811,28815
3378,3,28819,28823
3379,1,28833,28835
3380,12,28834,28847
3381,9,28837,28847
3382,3,28851,28855
3383,1,28854,28856
3384,3,28855,28859
3385,13,28873,28887
3386,20,28895,28916
3387,20,28906,28927
3388,1,28932,28934
3389,2,28939,28942
3390,2,28941,28944
3391,4,28944,28949
3392,2,28962,28965
3393,5,28963,28969
3394,5,28967,28973
3395,4,28985,28990
3396,1,28993,28995
3397,1,29023,29025
3398,16,29027,29044
3399,13,29030,29044
3400,7,29032,29040
3401,1,29033,29035
3402,1,29045,29047
3403,16,29066,29083
3404,5,29070,29076
3405,8,29084,29093
3406,3,29089,29093
3407,1,29090,29092
3408,1,29097,29099
3409,3,29107,29111
3410,4,29120,29125
3411,19,29120,29140
3412,14,29122,29137
3413,8,29128,29137
3414,2,29135,29138
3415,1,29163,29165
3416,17,29194,29212
3417,1,29244,29246
3418,1,29250,29252
3419,14,29258,29273
3420,2,29263,29266
3421,5,29264,29270
3422,2,29265,29268
3423,1,29269,29271
3424,1,29289,29291
3425,5,29299,29305
3426,1,29299,29301
3427,13,29325,29339
3428,7,29329,29337
3429,13,29335,29349
3430,5,29335,29341
3431,1,29342,29344
3432,2,29349,29352
3433,1,29354,29356
3434,13,29355,29369
3435,3,29361,29365
3436,2,29373,29376
3437,4,29374,29379
3438,4,29382,29387
3439,15,29385,29401
3440,1,29389,29391
3441,1,29418,29420
3442,1,29422,29424
3443,1,29427,29429
3444,2,29444,29447
3445,8,29450,29459
3446,8,29452,29461
3447,1,29470,29472
3448,11,29472,29484
3449,11,29480,29492
3450,3,29485,29489
3451,3,29495,29499
3452,2,29496,29499
3453,1,29507,29509
3454,1,29508,29510
3455,4,29509,29514
3456,7,29517,29525
3457,2,29531,29534
3458,12,29534,29547
3459,1,29546,29548
3460,2,29565,29568
3461,2,29568,29571
3462,1,29575,29577
3463,12,29578,29591
3464,7,29578,29586
3465,3,29583,29587
3466,1,29586,29588
3467,1,29590,29592
3468,1,29590,29592
3469,1,29591,29593
3470,2,29594,29597
3471,1,29600,29602
3472,1,29606,29608
3473,1,29607,29609
3474,2,29617,29620
3475,11,29618,29630
3476,5,29622,29628
3477,16,29623,29640
3478,5,29623,29629
3479,2,29633,29636
3480,1,29648,29650
3481,4,29650,29655
3482,1,29663,29665
3483,4,29678,29683
3484,5,29685,29691
3485,2,29690,29693
3486,20,29694,29715
3487,1,29695,29697
3488,1,29703,29705
3489,1,29706,29708
3490,19,29709,29729
3491,8,29711,29720
3492,9,29721,29731
3493,10,29727,29738
3494,13,29741,29755
3495,1,29743,29745
3496,2,29749,29752
3497,20,29751,29772
3498,1,29785,29787
3499,1,29787,29789
3500,2,29790,29793
3501,12,29796,29809
3502,3,29796,29800
3503,8,29811,29820
3504,6,29819,29826
3505,3,29830,29834
3506,8,29849,29858
3507,1,29859,29861
3508,12,29860,29873
3509,2,29862,29865
3510,3,29868,29872
3511,1,29875,29877
3512,1,29883,29885
3513,13,29887,29901
3514,5,29893,29899
3515,4,29914,29919
3516,3,29917,29921
3517,11,29938,29950
3518,4,29943,29948
3519,4,29951,29956
3520,10,29953,29964
3521,19,29955,29975
3522,1,29959,29961
3523,1,29960,29962
3524,19,29961,29981
3525,7,29961,29969
3526,1,29962,29964
3527,3,29971,29975
3528,1,30018,30020
3529,1,30023,30025
3530,1,30026,30028
3531,2,30031,30034
3532,1,30031,30033
3533,6,30033,30040
3534,6,30035,30042
3535,2,30036,30039
3536,1,30045,30047
3537,1,30059,30061
3538,15,30072,30088
3539,9,30078,30088
3540,1,30078,30080
3541,1,30084,30086
3542,8,30095,30104
3543,1,30105,30107
3544,9,30105,30115
3545,2,30132,30135
3546,1,30138,30140
3547,2,30140,30143
3548,2,30141,30144
3549,1,30149,30151
3550,7,30165,30173
3551,17,30202,30220
3552,1,30220,30222
3553,3,30225,30229
3554,2,30241,30244
3555,1,30243,30245
3556,5,30252,30258
3557,4,30252,30257
3558,2,30267,30270
3559,1,30272,30274
3560,13,30275,30289
3561,20,30282,30303
3562,3,30282,30286
3563,1,30288,30290
3564,3,30292,30296
3565,1,30304,30306
3566,1,30306,30308
3567,9,30307,30317
3568,13,30323,30337
3569,2,30333,30336
3570,19,30334,30354
3571,5,30355,30361
3572,1,30383,30385
3573,1,30388,30390
3574,6,30388,30395
3575,1,30395,30397
3576,3,30402,30406
3577,7,30404,30412
3578,1,30407,30409
3579,1,30408,30410
3580,16,30435,30452
3581,1,30446,30448
3582,1,30455,30457
3583,2,30457,30460
3584,2,30467,30470
3585,1,30468,30470
3586,1,30471,30473
3587,1,30474,30476
3588,20,30488,30509
3589,4,30508,30513
3590,1,30509,30511
3591,8,30518,30527
3592,1,30528,30530
3593,1,30534,30536
3594,14,30537,30552
3595,2,30539,30542
3596,13,30556,30570
3597,1,30575,30577
3598,1,30588,30590
3599,6,30598,30605
3600,13,30609,30623
3601,12,30612,30625
3602,2,30617,30620
3603,5,30633,30639
3604,5,30636,30642
3605,5,30679,30685
3606,7,30695,30703
3607,3,30698,30702
3608,7,30709,30717
3609,4,30723,30728
3610,3,30724,30728
3611,2,30725,30728
3612,13,30725,30739
3613,11,30727,30739
3614,4,30741,30746
3615,4,30741,30746
3616,3,30752,30756
3617,1,30785,30787
3618,1,30786,30788
3619,7,30795,30803
3620,6,30804,30811
3621,1,30825,30827
3622,1,30831,30833
3623,1,30832,30834
3624,5,30832,30838
3625,9,30836,30846
3626,2,30838,30841
3627,5,30843,30849
3628,4,30850,30855
3629,14,30862,30877
3630,6,30879,30886
3631,1,30880,30882
3632,1,30889,30891
3633,6,30893,30900
3634,9,30919,30929
3635,13,30922,30936
3636,2,30923,30926
3637,8,30928,30937
3638,11,30936,30948
3639,1,31001,31003
3640,19,31022,31042
3641,1,31027,31029
3642,19,31030,31050
3643,2,31035,31038
3644,9,31051,31061
3645,8,31054,31063
3646,1,31060,31062
3647,9,31065,31075
3648,5,31085,31091
3649,2,31086,31089
3650,1,31100,31102
3651,12,31100,31113
3652,9,31121,31131
3653,9,31129,31139
3654,1,31134,31136
3655,8,31136,31145
3656,3,31136,31140
3657,1,31142,31144
3658,1,31147,31149
3659,7,31156,31164
3660,7,31164,31172
3661,17,31165,31183
3662,5,31168,31174
3663,1,31184,31186
3664,1,31194,31196
3665,1,31200,31202
3666,10,31217,31228
3667,1,31222,31224
3668,18,31230,31249
3669,12,31234,31247
3670,2,31266,31269
3671,3,31281,31285
3672,1,31282,31284
3673,1,31284,31286
3674,13,31285,31299
3675,9,31290,31300
3676,13,31296,31310
3677,8,31306,31315
3678,8,31315,31324
3679,3,31325,31329
3680,1,31328,31330
3681,1,31330,31332
3682,6,31337,31344
3683,1,31344,31346
3684,2,31346,31349
3685,1,31353,31355
3686,11,31356,31368
3687,1,31356,31358
3688,6,31379,31386
3689,8,31393,31402
3690,4,31396,31401
3691,6,31398,31405
3692,11,31407,31419
3693,3,31420,31424
3694,2,31428,31431
3695,2,31429,31432
3696,1,31429,31431
3697,2,31445,31448
3698,3,31447,31451
3699,1,31450,31452
3700,2,31454,31457
3701,4,31455,31460
3702,2,31459,31462
3703,1,31468,31470
3704,2,31476,31479
3705,1,31477,31479
3706,17,31481,31499
3707,1,31482,31484
3708,2,31508,31511
3709,1,31516,31518
3710,3,31539,31543
3711,1,31550,31552
3712,13,31551,31565
3713,3,31555,31559
3714,18,31558,31577
3715,19,31560,31580
3716,8,31564,31573
3717,1,31567,31569
3718,6,31570,31577
3719,7,31570,31578
3720,1,31577,31579
3721,17,31578,31596
3722,8,31580,31589
3723,11,31591,31603
3724,12,31612,31625
3725,2,31623,31626
3726,14,31637,31652
3727,20,31638,31659
3728,5,31638,31644
3729,1,31654,31656
3730,9,31655,31665
3731,13,31671,31685
3732,4,31682,31687
3733,15,31686,31702
3734,5,31687,31693
3735,2,31695,31698
3736,7,31700,31708
3737,2,31709,31712
3738,4,31730,31735
3739,3,31733,31737
3740,1,31734,31736
3741,3,31752,31756
3742,8,31763,31772
3743,3,31776,31780
3744,11,31793,31805
3745,1,31803,31805
3746,5,31820,31826
3747,6,31827,31834
3748,3,31832,31836
3749,2,31835,31838
3750,4,31837,31842
3751,3,31837,31841
3752,7,31846,31854
3753,2,31858,31861
3754,1,31858,31860
3755,7,31861,31869
3756,19,31895,31915
3757,11,31900,31912
3758,15,31927,31943
3759,10,31942,31953
3760,1,31961,31963
3761,3,31962,31966
3762,13,31967,31981
3763,2,31968,31971
3764,5,31969,31975
3765,20,31974,31995
3766,1,31994,31996
3767,1,31995,31997
3768,1,32002,32004
3769,5,32008,32014
3770,3,32011,32015
3771,1,32015,32017
3772,2,32020,32023
3773,13,32027,32041
3774,6,32028,32035
3775,7,32061,32069
3776,1,32074,32076
3777,1,32077,32079
3778,11,32092,32104
3779,1,32098,32100
3780,2,32104,32107
3781,5,32108,32114
3782,3,32139,32143
3783,11,32142,32154
3784,5,32146,32152
3785,2,32156,32159
3786,1,32158,32160
3787,1,32175,32177
3788,12,32177,32190
3789,6,32178,32185
3790,1,32183,32185
3791,2,32189,32192
3792,4,32204,32209
3793,19,32217,32237
3794,3,32221,32225
3795,2,32237,32240
3796,14,32242,32257
3797,16,32271,32288
3798,1,32280,32282
3799,6,32295,32302
3800,11,32314,32326
3801,2,32317,32320
3802,1,32321,32323
3803,5,32327,32333
3804,15,32329,32345
3805,6,32346,32353
3806,6,32350,32357
3807,10,32355,32366
3808,8,32370,32379
3809,1,32391,32393
3810,9,32400,32410
3811,14,32401,32416
3812,2,32402,32405
3813,2,32404,32407
3814,2,32411,32414
3815,10,32424,32435
3816,3,32433,32437
3817,2,32436,32439
3818,3,32442,32446
3819,2,32452,32455
3820,2,32455,32458
